,x,y,x_km,y_km,Station_Name,City
366,-79.5394527,43.0951551,-8854.4114140167,4783.5622161,A&W Smithville,Smithville
367,-79.074,43.095791,-8802.596754,4783.632801,Niagara Falls - Municipal Parking Lot #18,Niagara Falls
368,-79.125047,43.1141,-8808.279357087,4785.6651,FLO - Canadian Tire - Niagara,Niagara Falls
369,-79.224438,43.133242,-8819.343662598001,4787.7898620000005,The Pen Centre Partnership with CAA Niagara,St. Catherines
370,-79.24696,43.159427,-8821.85083416,4790.696397,Alectra - St-Catharines City Hall,St-Catharines
371,-79.864045,43.217653,-8890.545353445,4797.159482999999,FLO - Cadillac Fairview -  Lime Ridge Mall,Hamilton
372,-79.879922,43.229497,-8892.312796962,4798.474167,FLO - Canadian Tire - Hamilton Mountain,Hamilton
373,-79.917014,43.258128,-8896.441915493999,4801.6522079999995,McMaster University - Lot B,Hamilton
374,-79.820236,43.325644,-8885.668491756,4809.146484,Mapleview Shopping Centre,Burlington
375,-79.791734,43.368238,-8882.495620614,4813.874417999999,Kamisa Investments,Burlington
376,-79.795898,43.395816,-8882.959161257999,4816.935576000001,FLO - Canadian Tire - Burlington,Burlington
377,-79.72351,43.421889,-8874.90085671,4819.829679,Ancam Solutions Company Ltd.,Oakville
378,-79.699222,43.450379,-8872.197092262,4822.992069,FLO - Canadian Tire - Oakville,Oakville
379,-79.686765,43.454426,-8870.810366565,4823.441286,111 Cross Ave,Oakville
380,-79.683355,43.515717,-8870.430761955,4830.244587,Winston Park - Geotab,Oakville
381,-79.900163,43.523533,-8894.566045323001,4831.112163,FLO - Canadian Tire - Milton,Milton
382,-79.58703,43.596675,-8859.70776663,4839.230925,Crown Realty - 1004 Middle Gate Rd,Mississauga
383,-79.588068,43.604834,-8859.823317828,4840.136573999999,FLO - Canadian Tire - Mississauga Dundas St.,Mississauga
384,-79.754934,43.605018,-8878.399007814001,4840.156998,Alectra - 2185 Derry Rd,Mississauga
385,-79.500028,43.612838,-8850.022616988,4841.025018,Via Rail Canada Inc. - Toronto Maintenance Centre,Etobicoke
386,-79.559329,43.609308,-8856.624063609,4840.633188,FLO - Cadillac Fairview - Sherway Gardens,Etobicoke
387,-79.546187,43.617309,-8855.161083027,4841.521299,FLO - Canadian Tire - Etobicoke,Etobicoke
388,-79.620802,43.636954,-8863.467299442,4843.701894000001,FLO - Canadian Tire - Mississauga Dixie Rd,Mississauga
389,-79.382676,43.638965,-8836.958874996,4843.925115,Harbourfront Center,Toronto
390,-79.385536,43.644912,-8837.277253056,4844.585231999999,FLO - Cadillac Fairview - Simcoe Place- P2 Level,Toronto
391,-79.385505,43.645882,-8837.273802104999,4844.692902,FLO - Cadillac Fairview - RBC Centre - P1 Level,Toronto
392,-79.381974,43.647089,-8836.880727654,4844.826879,FLO - Cadillac Fairview - TD Center,Toronto
393,-79.709644,43.647357,-8873.357279724,4844.856627,Region of Peel - 7120 Hurontario St.,Mississauga
394,-79.73595,43.652696,-8876.28568995,4845.449256,South Fletcher's Sportplex,Brampton
395,-79.383059,43.655071,-8837.001510939,4845.712881,FLO - Cadillac Fairview - Toronto Eaton Centre,Toronto
396,-79.567274,43.656569,-8857.508508953999,4845.879159,Baka Mobile - Head Office,Toronto
397,-79.588791,43.677999,-8859.903802911,4848.257889,30 International Blvd.,Toronto
398,-79.34935,43.684406,-8833.24899135,4848.969066000001,Centennial College - Carlaw Campus,East York
399,-79.7613695,43.6859301,-8879.1154141095,4849.1382411,Nelson Square Garage,Brampton
400,-79.61991,43.69219,-8863.36800111,4849.833089999999,Alt Hotel Toronto Airport,Mississauga
401,-79.598359,43.71768,-8860.968922239,4852.66248,Woodbine Racetrack,Toronto
402,-79.721826,43.71977,-8874.713392145999,4852.894469999999,Region of Peel - 10 Peel Centre Drive,Brampton
403,-79.289789,43.730713,-8826.618601269,4854.109143000001,Centennial College - Ashtonbee campus,Scarborough
404,-79.34423,43.736447,-8832.67902783,4854.745617,FLO - Cadillac Fairview -  Shops at Don Mills,Toronto
405,-79.762917,43.758631,-8879.287683357,4857.208041,Brampton - Springdale Library - Komagata Maru Park,Brampton
406,-79.475805,43.767101,-8847.326088405,4858.148211,The Electric Vehicule Discovery Centre,North York
407,-79.344498,43.777751,-8832.708861858,4859.330361,FLO - Cadillac Fairview - Fairview Mall,North York
408,-79.22703,43.785275,-8819.63220663,4860.165524999999,941 Progress Ave,Scarborough
409,-79.192928,43.786618,-8815.835937888,4860.314598,Centennial College - Morningside Campus,Scarborough
410,-79.550911,43.789841,-8855.686963431,4860.672351,FLO - Canadian Tire - Woodbridge,Woodbridge
411,-79.525916,43.833903,-8852.904495035998,4865.563233,City of Vaughan,Vaughan
412,-79.045783,43.836248,-8799.455609343,4865.823528,Volkswagen Group Canada - Bayly HQ,Ajax
418,-79.6839338,43.6251253,-8870.4951945498,4842.3889083,TJX EV STATION,Mississauga
419,-79.8870274,43.2164987,-8893.1037771954,4797.0313557,KEGSTEAKHOUSE,Hamilton
421,-79.0729,43.8461,-8802.4743009,4866.9171,SmartCentres Pickering - Tesla Supercharger,Pickering
422,-79.010638,43.857847,-8795.543232798,4868.221017,Hilton Garden Inn Ajax - Tesla Destination,Ajax
423,-79.008143,43.857239,-8795.265486903001,4868.153529,Homewood Suites by Hilton Ajax - Tesla Destination,Ajax
424,-79.468412,44.002054,-8846.503092252,4884.227994,Desjardins Insurance Agency - Tesla Destination,Aurora
425,-79.455802,44.001091,-8845.099334442,4884.121101000001,Aurora Ontario Destination Charging - Tesla Destination,Aurora
426,-79.626528,45.036627,-8864.104723487999,4999.065597000001,Bush's Watersports Park - Tesla Destination,Bala
427,-79.688962,44.390204,-8871.054938802,4927.312644,City of Barrie - Collier Street Parkade - Tesla Destination,Barrie
428,-79.688663,44.388818,-8871.021653823,4927.158798,City of Barrie - Heritage Park (Waterfront Trail) - Tesla Destination,Barrie
429,-79.6922,44.385608,-8871.4153962,4926.802487999999,City of Barrie - Marina Parking Lot - Tesla Destination,Barrie
430,-79.688358,44.391631,-8870.987700918,4927.471041,City of Barrie - Barrie Public Library - Tesla Destination,Barrie
431,-79.437731,43.160912,-8843.087652651,4790.861232,Redstone Winery - Tesla Destination,Beamsville
432,-77.288534,44.0126,-8603.836893414,4885.3985999999995,The Inn at Huff Estates - Tesla Destination,Bloomfield
433,-79.584241,43.829518,-8859.397292361,4865.076498,Kortright Centre,Vaughan
434,-79.319314,45.049948,-8829.905353794,5000.544228,South Muskoka Curling & Golf Club - Tesla Destination,Bracebridge
435,-78.170147,43.959333,-8701.978934187,4879.485963,Police Station,Cobourg
436,-79.721541,43.713321,-8874.681665661,4852.178631,Bramalea City Centre - Tesla Destination,Brampton
437,-79.672664,43.722753,-8869.240629144,4853.2255829999995,Hilton Garden Inn Toronto/Brampton - Tesla Destination,Brampton
438,-77.658625,44.023651,-8645.035793625,4886.625261,Timber House Resort - Tesla Destination,Brighton
439,-79.761056,43.397682,-8879.080514976,4817.142702,Burlington Convention Centre - Tesla Destination,Burlington
440,-77.904395,44.021635,-8672.395155794999,4886.401485,The Big Apple - Tesla Destination,Colbourne
441,-78.143725,44.533863,-8699.037610725,4943.258793,Harbourtown at McCrackens Landing - Tesla Destination,Douro Dummer
442,-76.318461,44.578866,-8495.847396981,4948.254126,The Opinicon Dining & Resort - Tesla Destination,Elgin
443,-79.567913,43.696046,-8857.579643073,4850.261106,Canadian Appliance Source - Tesla Destination,Etobicoke
444,-76.146128,44.338265,-8476.663115088,4921.547415,Holiday Inn Express Gananoque 1000 Islands - Tesla Destination,Gananoque
445,-77.65103,44.87377,-8644.19031063,4980.98847,Limerick Lake Lodge and Marina - Tesla Destination,Gilmour
446,-77.373042,45.601574,-8613.244408482,5061.774714,Greystone on Golden Lake - Tesla Destination,Golden Lake
447,-79.398034,44.909665,-8838.668542914,4984.972815,Muskoka Bay Resort - Tesla Destination,Gravenhurst
448,-79.872185,43.257819,-8891.451506385,4801.617909,Indigo Parking - Hamilton Jackson Square - Tesla Destination,Hamilton
449,-79.874504,43.257009,-8891.709659784,4801.527999,Homewood Suites by Hilton Hamilton - Tesla Destination,Hamilton
450,-77.441256,43.971462,-8620.838059176,4880.832282,Traynor Family Vineyard - Tesla Destination,Hillier
451,-77.473005,43.976262,-8624.372389605,4881.365082,Harwood Estate Vineyards and Winery - Tesla Destination,Hillier
452,-79.132226,45.346743,-8809.078530546,5033.488472999999,Deerhurst Resort - Tesla Destination,Huntsville
453,-79.331709,43.153507,-8831.285177589,4790.039277,Creekside Estate Winery - Tesla Destination,Jordan
454,-76.444199,44.276115,-8509.844676879,4914.648765,Green Woods Inn - Tesla Destination,Kingston
455,-76.498262,44.227016,-8515.863024102,4909.198776,Queen's University - Tindall Underground Garage - Tesla Destination,Kingston
456,-76.497554,44.228025,-8515.784208833998,4909.310775,Queen's University - Goodes Hall - Tesla Destination,Kingston
457,-76.494185,44.229663,-8515.409168385,4909.492593,Queen's Athletics & Recreation Centre (ARC) - Tesla Destination,Kingston
458,-76.492754,44.227376,-8515.249868034,4909.238736,Queen's University - Miller Hall Bruce Wing - Tesla Destination,Kingston
459,-76.506686,44.22141,-8516.800792206,4908.57651,Queen's University - Isabel Bader Centre - Tesla Destination,Kingston
460,-76.4995,44.22296,-8516.0008395,4908.74856,Queen's University - McNeill House - Tesla Destination,Kingston
461,-76.569719,44.24121,-8523.817688799001,4910.774310000001,Spearhead Brewing Company - Tesla Destination,Kingston
462,-76.403465,44.249549,-8505.310127265,4911.699939,All Suites Whitney Manor - Tesla Destination,Kingston
463,-76.022337,44.408424,-8462.882577176999,4929.335064,Township of Leeds - Tesla Destination,Lansdowne
464,-79.401017,43.15314,-8839.000613457,4789.9985400000005,Kacaba Vineyards & Winery - Tesla Destination,Lincoln
465,-79.493709,43.159694,-8849.319179589,4790.726034,Hidden Bench Estate Winery - Tesla Destination,Lincoln
466,-79.792088,45.21267,-8882.535028248001,5018.60637,Gordon Bay Marine - Tesla Destination,Mactier
467,-79.354425,43.843315,-8833.813945425001,4866.607964999999,Homewood Suites by Hilton Markham - Tesla Destination,Markham
468,-79.355352,43.843095,-8833.917139992,4866.5835449999995,Hampton Inn & Suites by Hilton Toronto Markham - Tesla Destination,Markham
469,-79.335113,43.854392,-8831.664114273,4867.837512,Hilton Toronto/Markham Suites Conference Centre - Tesla Destination,Markham
470,-78.696961,45.046559,-8760.624395481,5000.168049,Boshkung Brewing Company - Tesla Destination,Minden
471,-79.605459,43.686992,-8861.759301339,4849.256112,Park'N Fly Toronto Valet Airport Parking - Tesla Destination,Mississauga
472,-79.602927,43.687137,-8861.477436567,4849.272207,Hilton Toronto Airport Hotel & Suites - Tesla Destination,Mississauga
473,-79.614682,43.689703,-8862.786014922,4849.557033,ALT Hotel - Toronto Airport - Tesla Destination,Mississauga
474,-79.081403,43.084066,-8803.420863362999,4782.331326,Quality Hotel Fallsview Cascade - Tesla Destination,Niagara Falls
475,-79.082934,43.086781,-8803.591295814,4782.632691,Old Stone Inn Boutique Hotel - Tesla Destination,Niagara Falls
476,-79.08308,43.082694,-8803.60754868,4782.179034,Niagara Falls Hilton Fallsview South Tower - Tesla Destination,Niagara Falls
477,-79.083528,43.079809,-8803.657420488,4781.858799,Comfort Inn Fallsview - Tesla Destination,Niagara Falls
478,-79.061054,43.217373,-8801.155592334,4797.128403000001,Reif Estate Winery - Tesla Destination,Niagara-on-the-Lake
479,-79.096959,43.241395,-8805.152572838999,4799.794844999999,Stratus Vineyards - Tesla Destination,Niagara-on-the-Lake
480,-79.07721,43.258242,-8802.954094409999,4801.6648620000005,The Charles Inn - Tesla Destination,Niagara-on-the-Lake
481,-79.318533,43.74079,-8829.818412093,4855.22769,International Brotherhood of Electrical Workers Local 353,Toronto
482,-79.38256,43.645275,-8836.94596176,4844.6255249999995,ImPark - Citibank Building,Toronto
483,-79.387849,43.645863,-8837.534738529,4844.690793,ImPark - Metro Centre,Toronto
484,-78.267775,43.954281,-8712.846980775,4878.925191,Quantrill Chevrolet,Port Hope
485,-76.568748,44.249784,-8523.709596108,4911.726024,Kingston Nissan,Kingston
487,-79.7356505,43.4130744,-8876.2523493105,4818.8512584,Lockwood Kia,Oakville
488,-78.9536959789428,43.9174827362191,-8789.20439007189,4874.84058372032,Whitby Hydro,Whitby
489,-79.5653,43.777594,-8857.288761299998,4859.3129340000005,Vaughan Electrical Supply,Vaughan
491,-75.730328,45.364573,-8430.375843288,5035.467603,Myers Cadillac Chevrolet Buick GMC,Ottawa
492,-75.840345,45.319892,-8442.623045745,5030.508012,Myers Nissan,Ottawa
494,-79.462032,44.039972,-8845.792864272,4888.436892,Newmarket Mitsubishi,Newmarket
496,-79.731450067984,43.4167101127884,-8875.784753018046,4819.254822519512,Oakville Porsche,Oakville
498,-79.466695,43.995106,-8846.311954095,4883.456766,Sorley & Still Barristers,Aurora
499,-76.558001,44.259,-8522.513229321,4912.749,Taylor Auto Mall,Kingston
500,-79.58451,43.828854,-8859.427237709999,4865.002794,Earth Rangers,Woodbridge
501,-79.534345,43.834344,-8853.842819745,4865.6121840000005,Mercedes-Benz Maple,Vaughan
502,-79.740092,43.597203,-8876.746781532,4839.289533,Addison Chevy GMC,Mississauga
503,-79.896995,43.193288,-8894.213380395,4794.454968,Kia of Hamilton,Hamilton
505,-79.30173,43.722361,-8827.94788533,4853.182071,Eglinton Square Shopping Centre,Toronto
506,-79.875513,43.475544,-8891.821982673,4825.785384,Mattamy National Cycling Centre,Milton
507,-79.19216,43.799794,-8815.75044336,4861.777134,Morningside Nissan,Scarborough
508,-79.378999,43.64065,-8836.549547678998,4844.11215,Waterpark Place,Toronto
509,-79.768792,43.74356,-8879.941694232,4855.53516,City of Brampton - Soccer Centre Recreation Facility,Brampton
510,-79.592438,43.545547,-8860.309790598,4833.555717,Credit Landing Plaza,Port Credit
512,-79.385065,43.658226,-8837.224820865,4846.063086,ImPark - Lucliff Place,Toronto
518,-79.597372,43.658514,-8860.859048412,4846.095053999999,ImPark - College Square,Mississauga
520,-79.379623,43.8438,-8836.619011982999,4866.6618,KMH Labs,Markham
521,-79.368548,43.855342,-8835.386131908,4867.942962,ImPark - MassTech,Markham
522,-79.383743,43.839583,-8837.077654502998,4866.193713,Office Park,Markham
524,-79.346349,44.743142,-8832.914917029,4966.488762,Washago Carpool Lot,Washago
525,-79.653215,43.518128,-8867.075547015,4830.512208,Combined Air,Mississauga
526,-79.135648,42.911661,-8809.459471008,4763.1943710000005,Delta Energy Solutions,Port Colborne
527,-79.122735,43.072327,-8808.021982935,4781.028297,Graybar Canada,Niagara Falls
528,-79.516061,43.646766,-8851.807426581,4844.791026,Humberview Chevrolet,Toronto
530,-79.68311,43.672477,-8870.40348831,4847.644947,Inralec Electrical Products,Mississauga
531,-79.735013,44.807297,-8876.181382173,4973.609966999999,Petro-Canada,Port Severn
532,-75.547861,45.465684,-8410.063434381,5046.690924,Myers Orleans Nissan,Ottawa
533,-78.350614,44.280181,-8722.068701093998,4915.100091,Trans Canada Nissan,Peterborough
536,-79.687368,43.739445,-8870.877493128,4855.0783950000005,C.I.M. Solutions Inc,Brampton
537,-79.69453,43.794206,-8871.67477413,4861.156866,City of Brampton - Gore Meadow Recreation Centre,Brampton
538,-77.858717,45.059084,-8667.310235157,5001.558324,Bancroft Visitor's Centre,Bancroft
539,-79.762917,43.758631,-8879.287683357,4857.208041,City of Brampton - Springdale Library,Brampton
540,-76.531268,44.835965,-8519.537285028,4976.792115,Fall River Restaurant,Maberly
541,-79.235008,45.334195,-8820.520325567999,5032.095645,Edmonds GM,Huntsville
543,-79.755763,43.665153,-8878.491292923,4846.831983,City of Brampton - Flower City Community Centre,Brampton
545,-79.920415,43.310647,-8896.820518215001,4807.481817000001,Harry Howell Arena,Waterdown
546,-79.033281,43.83961,-8798.063874201,4866.19671,VanDusen Chevrolet Buick GMC,Ajax
547,-79.708641,43.75187,-8873.245624761,4856.45757,City of Brampton - Operations Centre,Brampton
548,-79.785139,43.369599,-8881.761458619,4814.025489,Burlington Nissan,Burlington
549,-79.782183,43.387155,-8881.432393743,4815.974205,Pioneer Fuel Station,Burlington
550,-78.162339,43.974805,-8701.109739819,4881.203355000001,Venture 13,Cobourg
551,-79.455802,44.001091,-8845.099334442,4884.121101000001,Aurora Destination Chargers,Aurora
552,-77.40017,44.186832,-8616.26432457,4904.738352,FLO - Canadian Tire - Belleville,Belleville
553,-76.530151,44.219887,-8519.412939471,4908.407457,Kingston - Lake Ontario Park,Kingston
554,-76.597511,44.21878,-8526.911522031,4908.2845800000005,Norman Rogers Airport Kingston,Kingston
555,-76.568072,44.218996,-8523.634343112,4908.308556,Kingston - Center 70,Kingston
556,-76.517942,44.21835,-8518.053821382,4908.23685,Kingston - Portsmouth Harbour,Kingston
557,-76.48852,44.222238,-8514.778534919998,4908.668417999999,Kingston - Emily Street,Kingston
558,-76.484737,44.224133,-8514.357407577,4908.878763000001,Kingston - Pump House-Steam House Museum,Kingston
559,-76.482412,44.230092,-8514.098586252,4909.540212,Kingston - Clarence Street,Kingston
560,-76.483311,44.230943,-8514.198663830999,4909.6346730000005,Kingston - Hanson Memorial Garage,Kingston
561,-76.486825,44.231454,-8514.589845825,4909.6913939999995,Kingston - Chown Memorial Garage,Kingston
562,-76.48419,44.234388,-8514.29651499,4910.017068,Kingston - Artillery Park Aquatic Center,Kingston
563,-76.499869,44.239332,-8516.041916949,4910.565852,Kingston - Memorial Centre Arena,Kingston
564,-76.488059,44.241306,-8514.727215939001,4910.784966,Kingston - Community Services Facility,Kingston
565,-76.484411,44.251001,-8514.321116931,4911.861111,Kingston  - Belle Park,Kingston
566,-76.603331,44.25993,-8527.559410251,4912.8522299999995,Kingston - Woodbine Park,Kingston
567,-76.508637,44.259926,-8517.017979477,4912.851786,Kingston - Planning and Building Department,Kingston
568,-76.481928,44.265134,-8514.044706888,4913.429874,Kingston - Rideau Heights Community Center & Library,Kingston
569,-76.438131,44.274089,-8509.169181051,4914.423879,Kingston  - John Machin Sports Field,Kingston
570,-76.551192,44.279765,-8521.755244632,4915.0539149999995,Kingston - Cataraqui Community Center,Kingston
571,-78.33201,44.282833,-8719.997685209999,4915.394463,Peterborough - Lansdowne Mall,Peterborough
572,-78.317206,44.28878,-8718.349689126,4916.05458,Peterborough - Memorial Arena,Peterborough
573,-76.314007,44.296375,-8495.351573247,4916.897625,Kingston  - Grass Creek Park,Kingston
574,-78.320731,44.302396,-8718.742095651,4917.565956,Peterborough - King St Parking Garage,Peterborough
575,-79.866912,43.527478,-8890.864510752,4831.550058,GWL - Milton Commons Mall,Milton
576,-75.689658,45.420437,-8425.848418218,5041.668507,City Hall - Ottawa,Ottawa
577,-77.5,46.0997,-8627.3775,5117.066699999999,Canadian Tire - Tesla Supercharger,Deep River
579,-75.6528,45.417985,-8421.7453488,5041.396335,VIA Rail Ottawa EVC,Ottawa
580,-79.508957,43.85556,-8851.016602197,4867.967159999999,City of Vaughan - City Hall East Parking Lot,Vaughan
584,-79.70199,44.330128,-8872.50522879,4920.644208000001,BAYTOWNE HYUN,Barrie
585,-79.407214,43.7635766,-8839.690469694,4857.7570026,CECSTATION1,Toronto
586,-79.667596,44.4145,-8868.676454316,4930.009499999999,1 Georgian Drive,Barrie
587,-79.228656,43.015295,-8819.813214576,4774.697745,Welland (Canadian Tire),Welland
588,-79.993287,43.858892,-8904.932702127,4868.337012,CALEDON,Caledon
589,-79.69453,43.794206,-8871.67477413,4861.156866,Gore Meadows Community Centre,Brampton
590,-79.695308,43.482363,-8871.761381868,4826.5422929999995,Upper Oakville Shopping Centre,Toronto
591,-75.736944,45.298972,-8431.112343023999,5028.1858919999995,VIA Rail - Fallowfield,Barrhaven
592,-75.843414,45.345045,-8442.964689894,5033.299995,Reef Parking,Ottawa
594,-75.59403,45.376366,-8415.20301363,5036.776626,HUNT CLUB,Ottawa
595,-76.5447,44.26725,-8521.032548700001,4913.66475,Hydro One Inc,Kingston
608,-76.96489,44.26005,-8567.80851969,4912.8655499999995,Canadian Tire Corporation,Napanee
612,-75.32377,45.27593,-8385.11740017,5025.62823,City of Ottawa,Orleans
613,-79.3252687,43.7752352,-8830.568236952698,4859.0511072,Suncor,North York
618,-79.694166,47.4975,-8871.634253286,5272.2225,2587265 Ontario Inc,New Liskeard
619,-79.5972,43.81652,-8860.839901199999,4863.63372,Ontario Charging Network LP,Woodbridge
621,-78.6503076,44.0046519,-8755.4308923396,4884.5163609,9447326 Canada Ltd,Orono
640,-78.309012,44.343852,-8717.437524852,4922.167571999999,Peterborough - Riverview Park and Zoo,Peterborough
641,-77.980821,44.382326,-8680.902974541,4926.438186,Peterborough - Norwood Foodland,Norwood
642,-78.271489,44.424099,-8713.260426969,4931.074989,Peterborough - Lakefield Public Lot,Lakefield
643,-75.689862,45.316117,-8425.871127702001,5030.088987,ECCC - 335 River Road,Ottawa
644,-78.98792,45.323408,-8793.01424232,5030.898288,Muskoka Cookhouse,Dwight
645,-75.807396,45.347559,-8438.955130115999,5033.579049,Bayshore Shopping Centre,Nepean
646,-75.73362,45.36349,-8430.74231202,5035.34739,First Capital - BMO Ottawa,Ottawa
647,-75.688934,45.412629,-8425.767821814,5040.801819,Musée canadien de la nature,Ottawa
648,-75.703134,45.418304,-8427.348580014,5041.4317439999995,Canderel-Constitution Square Tower II,Ottawa
649,-75.692567,45.425561,-8426.172251007,5042.237271,FLO - Cadillac Fairview - Rideau Center,Ottawa
650,-75.304256,45.543602,-8382.945082176,5055.339822,St-Hubert - Rockland,Rockland
651,-75.52285,44.721559,-8407.27918485,4964.093049,DCFC - Prescott,Prescott
652,-75.617651,45.023651,-8417.832526970999,4997.625261,Solacity - Kemptville,Kemptville
653,-75.7335,45.297979,-8430.7289535,5028.075669,DCFC - Ottawa - Fallowfield Park and Ride,Ottawa
654,-75.083287,45.306924,-8358.346592127,5029.068564,DCFC - Casselman,Casselman
655,-75.90965,45.308442,-8450.33814765,5029.237062,DCFC - Ottawa - Terry Fox Park’N Ride,Kanata
656,-75.761859,45.343733,-8433.885905739,5033.154363,DCFC - Ottawa - Ben Franklin Place,Nepean
657,-75.70647,45.41143,-8427.71994687,5040.66873,DCFC - Ottawa - Chinatown,Ottawa
658,-75.691331,45.430218,-8426.034658251001,5042.7541980000005,Ottawa - 141 Clarence St,Ottawa
659,-79.5960283,43.6697598,-8860.7094663843,4847.3433378,GTAA TRCA,Mississauga
660,-75.304486,45.543549,-8382.970686006,5055.333939,DCFC - St-Hubert - Rockland,Rockland
661,-75.662973,45.430168,-8422.877817333,5042.748648,FLO - Château Vanier - Board of Governors,Ottawa
662,-76.479445,44.232192,-8513.768296844999,4909.773311999999,Frontenac Parking Lot,Kingston
663,-78.940584,43.898576,-8787.744751464,4872.741935999999,Regional Municipality of Durham,Whitby
666,-79.760364,43.686934,-8879.003480844,4849.249674,Brampton MS,Brampton
667,-78.351872,44.260124,-8722.208742912,4912.873764,Kawartha Pine Ridge District School Board,Peterborough
668,-78.165537,43.959153,-8701.465744377,4879.465983,Lakefront,Cobourg
669,-79.235065,45.332649,-8820.526670865,5031.924039,Harvey's/Swiss Chalet,Huntsville
670,-79.706938,43.435661,-8873.056045098,4821.358371,OH Customers,Oakville
671,-75.524738,45.471429,-8407.489358898,5047.328619,Desjardins - CdS Orléans,Orléans
672,-75.292992,45.270476,-8381.691162432,5025.022836,Desjardins - Nouvel-Horizon,Embrun
673,-75.63043,45.42358,-8419.25509803,5042.01738,Desjardins - CdS Cyrville,Ottawa
674,-79.748562,44.445945,-8877.689670402,4933.499895,Simcoe County District School Board,Midhurst
675,-75.9149754,45.3419336,-8450.9309765034,5032.9546296,CB-450 MARCH,Ottawa
676,-77.373374,44.179398,-8613.281367054,4903.913178,Via Rail Canada Inc. - Belleville,Belleville
677,-76.536761,44.257199,-8520.148771281,4912.549089,Via Rail Canada Inc. - Kingston,Kingston
678,-78.958049,42.913157,-8789.688972729,4763.360427,Canadian Niagara Power Inc.,Fort Erie
679,-79.5910102,44.5179782,-8860.1508464742,4941.4955802,HARDWOOD S&B,Oro Station
681,-75.7092,45.338703,-8428.023853199998,5032.596033000001,PORT 1,Ottawa
682,-79.3445,43.776,-8832.7090845,4859.136,CF Fairview Mall - Tesla Supercharger,North York
683,-78.308806,43.957543,-8717.414592726,4879.287273,Kawartha Pine Ridge District School Board - Port Hope,Port Hope
684,-79.1568257,43.1598182,-8811.8169937497,4790.7398201999995,OPG,Niagara-on-the-Lake
686,-78.754598,44.357768,-8767.040603958,4923.712248,Nissan Economy Wheels,Lindsay
688,-79.8321421916351,43.5760960968127,-8886.993900915011,4836.946666746209,Toronto Premium Outlets,Halton Hills
689,-76.51594,44.259875,-8517.83095674,4912.846125,MTO Regional Office,Kingston
690,-78.9439584550171,43.8993397707261,-8788.120399170957,4872.826714550597,Land Registry Office,Whitby
691,-79.338148,43.716455,-8832.001973508,4852.526505000001,Ontario Science Centre,Toronto
693,-79.334891,43.770485,-8831.639401011,4858.523835,Audi Midtown Toronto,Toronto
695,-79.760354,43.397868,-8879.002367634,4817.163348,Courtyard by Marriott Burlington - Tesla Destination,Burlington
696,-79.392935,43.644635,-8838.100917135,4844.554485,SoHo Metropolitan - Tesla Destination,Toronto
697,-79.38955,43.659458,-8837.72409555,4846.199838,MaRS Discovery District - Tesla Destination,Toronto
698,-79.379805,43.64996,-8836.639272405,4845.14556,Scotia Plaza - Tesla Destination,Toronto
699,-79.404674,43.654446,-8839.407714354,4845.643506,UHN - Toronto Western Hospital - Leonard Ave Garage - Tesla Destination,Toronto
700,-79.386484,43.659347,-8837.382785364,4846.187516999999,UHN - Toronto General Hospital - Elizabeth St Garage - Tesla Destination,Toronto
701,-79.22703,43.785275,-8819.63220663,4860.165524999999,Centennial College SETAS/AMAT Solar Carport Lot 5 - Tesla Destination,Toronto
702,-79.891467,43.288589,-8893.597997907,4805.033379,Royal Botanical Gardens - Rock Garden - Tesla Destination,Hamilton
703,-79.875625,43.29016,-8891.834450625,4805.20776,Royal Botanical Gardens - RBG Centre - Tesla Destination,Burlington
704,-79.559329,43.609308,-8856.624063609,4840.633188,Tesla Sherway Gardens [Internal Test Site] - Tesla Destination,Etobicoke
705,-79.694207,43.447545,-8871.638817447001,4822.677495,JML Electric Inc. - Tesla Destination,Oakville
706,-79.399279,43.704082,-8838.807137559,4851.153102,Canada Square - Oxford Properties Group - Tesla Destination,Toronto
708,-79.249461,43.0158206,-8822.129247981,4774.756086599999,Octate Mcleod Inc. 1 - A,Welland
712,-77.1432851,44.0083424,-8587.6676406171,4884.9260064,PRINCE EDWARD,Picton
713,-79.9850599,43.4877362,-8904.0168531279,4827.1387182,EVCO,Milton
716,-78.9608455,43.9580145,-8790.0002819055,4879.3396095,SANCORA,Whitby
720,-79.385383,43.646361,-8837.260220943,4844.746071,180 WELLINGTON,Toronto
721,-79.6403049,43.5958508,-8865.6383817729,4839.1394388,SW SMALL LOT,Mississauga
722,-79.6161644,43.6331236,-8862.9510371724,4843.2767195999995,PFAFF BMW,Mississauga
723,-79.4000036,43.7079042,-8838.8878007556,4851.5773662,Y&E P1 DUAL,Toronto
724,-79.3806434,43.6414401,-8836.7326039314,4844.199851099999,ONE YORK STREET,Toronto
725,-75.7053852,45.4064933,-8427.5991858492,5040.1207563,LIV 207 BELL 1.,Ottawa
726,-79.7941302,43.7583632,-8882.762367994199,4857.1783152,POLICARO BMW,Brampton
727,-79.3819961,43.8874267,-8836.8831878481,4871.5043637,BMW CANADA,Richmond Hill
728,-79.0095822,43.8540655,-8795.4257000862,4867.8012705,ENDRAS BMW,Ajax
730,-79.890124,43.2069074,-8893.448493804,4795.9667214,BUDDS' HAMILTON,Hamilton
731,-75.8952283,45.3219899,-8448.7327095843,5030.7408789,BEAVERBROOKLIBR,Ottawa
